date,date,open,close,high,low,volume
1991-06-08,1991-06-08,52.11,52.11,52.11,52.11,6
1991-06-10,1991-06-10,51.85,51.85,51.85,51.85,15
1991-06-11,1991-06-11,51.6,51.6,51.6,51.6,12
1991-06-12,1991-06-12,51.34,51.34,51.34,51.34,15
1991-06-13,1991-06-13,51.09,51.09,51.09,51.09,34
1991-06-14,1991-06-14,50.84,50.84,50.84,50.84,7
1991-06-15,1991-06-15,50.59,50.59,50.59,50.59,27
1991-06-17,1991-06-17,50.34,50.34,50.34,50.34,5
1991-06-18,1991-06-18,50.08,50.08,50.08,50.08,10
1991-06-19,1991-06-19,49.83,49.83,49.83,49.83,57
1991-06-20,1991-06-20,49.58,49.58,49.58,49.58,30
1991-06-21,1991-06-21,49.33,49.33,49.33,49.33,2
1991-06-22,1991-06-22,49.08,49.08,49.08,49.08,16
1991-06-24,1991-06-24,48.84,48.84,48.84,48.84,25
1991-06-25,1991-06-25,48.6,48.6,48.6,48.6,12
1991-06-26,1991-06-26,48.36,48.36,48.36,48.36,4
1991-06-27,1991-06-27,48.12,48.12,48.12,48.12,4
1991-06-28,1991-06-28,47.89,47.89,47.89,47.89,2
1991-07-01,1991-07-01,47.41,47.41,47.41,47.41,2
1991-07-02,1991-07-02,47.17,47.17,47.17,47.17,2
1991-07-04,1991-07-04,46.7,46.7,46.7,46.7,11
1991-07-05,1991-07-05,46.46,46.46,46.46,46.46,2
1991-07-06,1991-07-06,46.23,46.23,46.23,46.23,1
1991-07-08,1991-07-08,46.01,46.01,46.01,46.01,9
1991-07-10,1991-07-10,45.56,45.56,45.56,45.56,6
1991-07-11,1991-07-11,45.34,45.34,45.34,45.34,1
1991-07-15,1991-07-15,44.67,44.67,44.67,44.67,4
1991-07-19,1991-07-19,43.77,43.77,43.77,43.77,1
1991-07-20,1991-07-20,43.55,43.55,43.55,43.55,2
1991-07-24,1991-07-24,42.92,42.92,42.92,42.92,2
1991-07-26,1991-07-26,42.5,42.5,42.5,42.5,3
1991-07-29,1991-07-29,42.08,42.08,42.08,42.08,7
1991-07-30,1991-07-30,41.87,41.87,41.87,41.87,7
1991-07-31,1991-07-31,41.66,41.66,41.66,41.66,1
1991-08-01,1991-08-01,41.45,41.45,41.45,41.45,7
1991-08-02,1991-08-02,41.24,41.24,41.24,41.24,1
1991-08-17,1991-08-17,27.6,29.06,29.06,27.14,328
1991-08-19,1991-08-19,29.42,29.97,29.97,29.06,3100
1991-08-20,1991-08-20,29.97,28.96,29.97,28.87,1969
1991-08-21,1991-08-21,28.96,28.6,28.96,28.15,3431
1991-08-22,1991-08-22,28.6,27.42,28.6,27.42,2841
1991-08-23,1991-08-23,27.42,27.6,27.87,26.33,4381
1991-08-24,1991-08-24,27.6,28.69,29.06,27.6,3330
1991-08-26,1991-08-26,28.69,28.33,28.69,28.15,2772
1991-08-27,1991-08-27,28.24,27.96,28.33,27.78,2085
1991-08-28,1991-08-28,28.05,27.78,28.05,27.6,2439
1991-08-29,1991-08-29,27.69,27.78,27.87,27.6,2296
1991-08-30,1991-08-30,27.6,27.69,27.78,27.6,2251
1991-08-31,1991-08-31,27.69,27.6,27.69,27.33,1200
1991-09-02,1991-09-02,27.6,27.6,27.6,26.96,2316
1991-09-03,1991-09-03,27.6,27.6,27.6,27.05,2874
1991-09-04,1991-09-04,27.24,27.33,27.33,27.05,1604
1991-09-05,1991-09-05,27.05,26.87,27.05,26.33,4840
1991-09-06,1991-09-06,26.33,25.23,26.33,24.87,3267
1991-09-07,1991-09-07,25.23,25.51,25.51,24.69,3641
1991-09-09,1991-09-09,25.23,25.6,25.6,25.23,6297
1991-09-10,1991-09-10,25.23,25.69,25.69,25.23,4235
1991-09-11,1991-09-11,25.51,26.51,26.51,25.51,4528
1991-09-12,1991-09-12,26.42,26.6,26.69,26.33,3524
1991-09-13,1991-09-13,26.51,26.69,26.69,26.33,7525
1991-09-14,1991-09-14,26.51,26.6,26.6,26.42,3563
1991-09-16,1991-09-16,26.33,26.33,26.42,25.96,2240
1991-09-17,1991-09-17,26.14,26.23,26.23,25.96,3009
1991-09-18,1991-09-18,25.96,26.14,26.14,25.78,2620
1991-09-19,1991-09-19,25.96,26.05,26.05,25.78,3475
1991-09-20,1991-09-20,25.87,25.96,25.96,25.87,2340
1991-09-21,1991-09-21,25.87,25.96,25.96,25.87,1978
1991-09-23,1991-09-23,25.87,25.96,25.96,25.87,2078
1991-09-24,1991-09-24,25.87,25.96,25.96,25.87,1402
1991-09-25,1991-09-25,25.87,26.14,26.14,25.87,1770
1991-09-26,1991-09-26,25.96,26.33,26.33,25.96,717
1991-09-27,1991-09-27,26.33,26.69,26.87,26.33,1476
1991-09-28,1991-09-28,26.69,26.69,26.87,26.69,1086
1991-09-29,1991-09-29,26.78,26.87,26.96,26.69,930
1991-10-03,1991-10-03,26.96,28.96,29.6,26.96,1809
1991-10-04,1991-10-04,29.15,28.69,29.15,28.24,3931
1991-10-05,1991-10-05,28.6,29.24,29.42,28.42,2088
1991-10-07,1991-10-07,29.42,31.69,31.79,29.42,4083
1991-10-08,1991-10-08,34.33,39.25,39.25,34.15,6514
1991-10-09,1991-10-09,39.43,47.53,48.07,39.43,6476
1991-10-10,1991-10-10,47.62,40.34,50.99,37.7,6109
1991-10-11,1991-10-11,39.98,43.98,43.98,32.97,8566
1991-10-12,1991-10-12,43.98,44.53,45.16,43.98,3338
1991-10-14,1991-10-14,44.71,45.34,45.98,44.62,6485
1991-10-15,1991-10-15,45.25,42.71,45.25,42.16,3610
1991-10-16,1991-10-16,42.71,42.16,42.71,40.52,3914
1991-10-17,1991-10-17,42.16,44.53,44.53,42.16,4202
1991-10-18,1991-10-18,44.62,44.25,45.62,43.98,4856
1991-10-19,1991-10-19,44.07,43.98,44.16,43.62,1813
1991-10-21,1991-10-21,43.98,43.8,44.71,43.71,3557
1991-10-22,1991-10-22,43.98,43.07,43.98,42.8,3335
1991-10-23,1991-10-23,43.07,43.71,43.8,42.61,3233
1991-10-24,1991-10-24,43.8,43.98,44.53,43.62,3928
1991-10-25,1991-10-25,43.98,43.98,43.98,43.71,3579
1991-10-26,1991-10-26,43.89,43.89,43.98,43.8,2794
1991-10-28,1991-10-28,43.98,45.62,45.8,43.89,4554
1991-10-29,1991-10-29,45.8,46.98,47.8,45.8,4894
1991-10-30,1991-10-30,46.89,47.16,47.62,46.71,3787
1991-10-31,1991-10-31,47.07,49.26,49.62,47.07,4457
1991-11-01,1991-11-01,49.44,52.62,53.99,49.44,5810
1991-11-02,1991-11-02,52.72,52.9,53.44,52.35,3208
1991-11-04,1991-11-04,53.08,57.72,57.9,52.99,6774
1991-11-05,1991-11-05,57.81,57.45,59.63,57.45,9460
1991-11-06,1991-11-06,57.45,54.72,57.63,53.08,6239
1991-11-07,1991-11-07,54.99,55.26,57.63,54.9,7672
1991-11-08,1991-11-08,55.45,55.81,55.99,54.35,5690
1991-11-09,1991-11-09,55.81,59.09,59.27,55.81,4982
1991-11-12,1991-11-12,59.45,65.55,65.64,59.45,6237
1991-11-13,1991-11-13,65.64,66.64,67.46,65.64,7705
1991-11-14,1991-11-14,66.82,66.82,68.0,66.55,4583
1991-11-15,1991-11-15,66.64,65.27,68.0,65.18,6684
1991-11-16,1991-11-16,65.27,63.09,65.27,62.63,3476
1991-11-18,1991-11-18,63.73,54.08,63.73,53.72,4151
1991-11-19,1991-11-19,53.81,59.45,59.45,53.08,5768
1991-11-20,1991-11-20,59.45,61.82,62.18,59.45,4697
1991-11-21,1991-11-21,61.82,58.36,61.82,56.72,3278
1991-11-22,1991-11-22,58.45,58.72,59.45,56.72,4118
1991-11-23,1991-11-23,58.54,57.99,59.45,57.99,1717
1991-11-25,1991-11-25,58.45,52.72,58.45,52.72,2475
1991-11-26,1991-11-26,56.72,52.72,56.72,52.72,3563
1991-11-27,1991-11-27,52.72,54.9,54.9,51.9,4550
1991-11-28,1991-11-28,54.9,53.17,55.45,52.72,4320
1991-11-29,1991-11-29,53.08,50.99,53.08,50.26,3062
1991-11-30,1991-11-30,50.9,50.35,51.26,50.17,1429
1991-12-02,1991-12-02,50.53,49.53,50.53,49.08,4105
1991-12-03,1991-12-03,49.44,51.81,52.26,49.44,2348
1991-12-04,1991-12-04,51.81,51.26,52.17,51.26,2427
1991-12-05,1991-12-05,51.26,49.44,51.26,49.26,1260
1991-12-06,1991-12-06,49.44,50.35,50.53,49.44,1594
1991-12-07,1991-12-07,50.35,51.08,51.26,49.99,806
1991-12-09,1991-12-09,51.26,51.35,51.62,50.9,1444
1991-12-10,1991-12-10,51.26,52.17,52.17,51.26,1822
1991-12-11,1991-12-11,52.17,51.9,52.72,51.62,2019
1991-12-12,1991-12-12,51.9,51.08,51.9,50.71,1058
1991-12-13,1991-12-13,50.9,49.89,50.9,49.62,1294
1991-12-14,1991-12-14,49.8,50.35,50.35,49.71,596
1991-12-16,1991-12-16,50.17,50.53,50.9,50.17,1001
1991-12-17,1991-12-17,50.62,50.44,50.9,50.35,913
1991-12-18,1991-12-18,50.53,50.62,50.71,50.17,1239
1991-12-19,1991-12-19,50.53,50.62,50.9,50.35,884
1991-12-20,1991-12-20,50.53,50.35,50.9,50.35,1009
1991-12-21,1991-12-21,50.53,50.53,50.9,50.35,474
1991-12-23,1991-12-23,50.71,50.9,51.08,50.53,1270
1991-12-24,1991-12-24,51.08,53.17,53.63,49.44,1050
1991-12-25,1991-12-25,53.35,53.63,54.9,53.26,2269
1991-12-26,1991-12-26,53.63,51.26,53.63,51.26,1918
1991-12-27,1991-12-27,51.26,52.08,52.17,51.26,2105
1991-12-28,1991-12-28,51.99,53.53,53.63,51.99,1116
1991-12-30,1991-12-30,53.63,52.72,53.81,52.72,1059
1991-12-31,1991-12-31,52.72,53.72,53.72,52.72,759
1992-01-02,1992-01-02,53.72,53.35,53.81,53.08,1886
1992-01-03,1992-01-03,53.44,53.26,53.72,53.08,2212
1992-01-06,1992-01-06,53.26,54.35,54.54,53.17,2634
1992-01-07,1992-01-07,54.35,54.72,55.26,54.08,2931
1992-01-08,1992-01-08,54.54,54.26,55.26,54.08,1928
1992-01-09,1992-01-09,54.35,54.35,54.54,53.63,1535
1992-01-10,1992-01-10,54.26,54.54,54.54,53.99,1525
1992-01-13,1992-01-13,54.54,54.26,54.54,54.17,1353
1992-01-14,1992-01-14,54.26,53.44,54.26,53.08,1711
1992-01-15,1992-01-15,53.44,53.26,53.81,53.08,2205
1992-01-16,1992-01-16,53.08,52.9,53.08,52.26,1268
1992-01-17,1992-01-17,52.9,52.72,52.9,51.9,1143
1992-01-20,1992-01-20,52.72,53.9,53.99,52.72,1085
1992-01-21,1992-01-21,53.99,53.63,54.54,53.44,1576
1992-01-22,1992-01-22,53.53,52.99,53.63,52.72,1592
1992-01-23,1992-01-23,52.99,53.44,53.63,52.99,1477
1992-01-24,1992-01-24,53.53,54.17,54.35,53.17,2327
1992-01-27,1992-01-27,54.08,53.81,54.17,53.63,2571
1992-01-28,1992-01-28,53.81,53.99,53.99,53.72,2336
1992-01-29,1992-01-29,53.99,54.9,54.99,53.99,2127
1992-01-30,1992-01-30,54.81,55.26,55.54,54.81,1735
1992-01-31,1992-01-31,55.45,56.99,57.08,55.45,2275
1992-02-01,1992-02-01,56.99,58.54,58.54,56.99,2228
1992-02-02,1992-02-02,58.54,59.12,59.81,58.36,1735
1992-02-03,1992-02-03,56.99,58.54,58.54,56.99,2228
1992-02-07,1992-02-07,58.54,59.18,59.81,58.36,735
1992-02-10,1992-02-10,59.09,57.81,59.45,56.54,1644
1992-02-11,1992-02-11,57.45,57.9,58.18,57.45,1960
1992-02-12,1992-02-12,57.9,58.27,58.54,57.63,1358
1992-02-13,1992-02-13,58.36,58.54,58.63,58.18,1812
1992-02-14,1992-02-14,58.54,58.18,58.72,58.18,1924
1992-02-17,1992-02-17,57.99,57.17,58.18,56.9,1557
1992-02-18,1992-02-18,57.08,56.72,57.17,56.17,1955
1992-02-19,1992-02-19,56.72,56.81,57.08,56.36,1946
1992-02-20,1992-02-20,56.72,58.18,58.54,56.72,1296
1992-02-21,1992-02-21,58.18,57.9,58.36,57.81,1710
1992-02-24,1992-02-24,57.9,56.9,57.9,55.81,1405
1992-02-25,1992-02-25,57.08,56.63,57.08,56.36,1231
1992-02-26,1992-02-26,56.72,55.9,56.72,55.81,1419
1992-02-27,1992-02-27,56.17,56.72,56.72,55.81,2033
1992-02-28,1992-02-28,56.72,57.72,58.08,56.72,2335
1992-03-02,1992-03-02,57.99,57.99,58.54,57.81,3137
1992-03-03,1992-03-03,58.18,57.99,58.27,57.72,3150
1992-03-04,1992-03-04,58.18,58.08,58.36,57.72,2288
1992-03-05,1992-03-05,57.99,58.45,58.54,57.9,2733
1992-03-06,1992-03-06,58.54,58.72,59.09,58.27,4260
1992-03-09,1992-03-09,58.99,59.27,60.18,58.99,3515
1992-03-10,1992-03-10,59.45,58.72,59.45,58.36,2284
1992-03-11,1992-03-11,58.54,58.81,58.9,58.54,2738
1992-03-12,1992-03-12,58.72,58.99,58.99,58.54,2615
1992-03-13,1992-03-13,59.09,59.09,59.09,58.81,3170
1992-03-16,1992-03-16,59.36,60.0,60.18,59.18,4910
1992-03-17,1992-03-17,60.18,60.09,60.36,60.0,3106
1992-03-18,1992-03-18,60.09,60.18,60.27,59.9,6059
1992-03-19,1992-03-19,60.18,59.63,60.18,59.36,2286
1992-03-20,1992-03-20,59.9,59.36,59.9,58.9,2563
1992-03-23,1992-03-23,59.36,60.45,60.86,59.36,4865
1992-03-24,1992-03-24,60.72,61.0,61.0,60.31,6476
1992-03-25,1992-03-25,61.0,63.86,64.27,60.72,6652
1992-03-26,1992-03-26,64.27,66.73,67.82,63.86,9154
1992-03-27,1992-03-27,66.73,65.91,67.0,64.82,7313
1992-03-30,1992-03-30,65.91,68.64,69.46,65.64,7772
1992-03-31,1992-03-31,69.05,71.78,72.46,69.05,8832
1992-04-01,1992-04-01,72.6,74.1,74.51,72.6,7965
1992-04-02,1992-04-02,74.1,71.78,74.65,71.64,6544
1992-04-03,1992-04-03,72.19,71.51,72.19,69.73,6233
1992-04-06,1992-04-06,71.92,75.74,76.28,71.92,6456
1992-04-07,1992-04-07,76.15,77.1,78.47,74.37,8725
1992-04-08,1992-04-08,77.51,79.7,82.29,77.51,13153
1992-04-09,1992-04-09,79.83,80.38,81.47,78.2,9109
1992-04-10,1992-04-10,80.79,81.47,82.02,79.83,7676
1992-04-13,1992-04-13,81.88,90.62,92.94,81.88,7409
1992-04-14,1992-04-14,91.03,89.39,94.85,88.57,10532
1992-04-15,1992-04-15,89.8,84.2,92.12,83.11,8311
1992-04-16,1992-04-16,84.61,90.34,90.75,84.61,9177
1992-04-17,1992-04-17,90.75,88.02,91.03,87.75,9714
1992-04-20,1992-04-20,88.43,86.8,88.84,85.29,5993
1992-04-21,1992-04-21,87.2,86.66,87.75,85.29,6597
1992-04-22,1992-04-22,87.07,90.21,91.03,86.66,6276
1992-04-23,1992-04-23,90.62,91.71,93.76,90.62,8523
1992-04-24,1992-04-24,92.12,93.48,94.3,92.12,8983
1992-04-27,1992-04-27,93.89,92.94,95.94,92.12,8546
1992-04-28,1992-04-28,93.35,94.85,94.85,92.12,9624
1992-04-29,1992-04-29,95.26,98.94,98.94,95.26,9266
1992-04-30,1992-04-30,99.35,105.77,106.31,99.35,8061
1992-05-03,1992-05-03,106.18,113.0,117.23,106.18,8449
1992-05-04,1992-05-04,113.41,119.69,120.24,112.32,11462
1992-05-05,1992-05-05,119.28,128.84,130.61,119.28,10805
1992-05-06,1992-05-06,129.25,126.24,133.21,124.88,8999
1992-05-07,1992-05-07,126.65,119.56,126.65,117.1,10152
1992-05-08,1992-05-08,119.96,116.96,121.06,115.32,10726
1992-05-11,1992-05-11,117.37,120.1,120.24,113.96,10390
1992-05-12,1992-05-12,120.51,127.34,129.52,120.51,7969
1992-05-13,1992-05-13,127.75,127.06,130.34,126.79,8489
1992-05-14,1992-05-14,127.47,124.74,127.47,123.24,8912
1992-05-15,1992-05-15,125.15,124.47,126.79,123.38,8623
1992-05-18,1992-05-18,124.88,122.97,124.88,120.78,8883
1992-05-19,1992-05-19,123.38,127.47,127.75,122.69,10681
1992-05-20,1992-05-20,127.88,123.79,130.75,123.51,9665
1992-05-21,1992-05-21,124.2,123.51,124.2,119.69,6426
1992-05-22,1992-05-22,123.92,121.88,124.2,121.33,6180
1992-05-25,1992-05-25,122.29,124.74,124.88,121.6,9046
1992-05-26,1992-05-26,125.15,127.61,127.88,125.15,8409
1992-05-27,1992-05-27,128.02,126.24,129.52,125.97,9424
1992-05-28,1992-05-28,126.24,124.74,126.24,123.51,7088
1992-05-29,1992-05-29,125.15,124.06,125.15,121.33,7221
1992-06-01,1992-06-01,124.47,126.11,127.88,124.47,9258
1992-06-02,1992-06-02,126.52,123.24,126.52,121.47,7976
1992-06-03,1992-06-03,123.65,115.73,123.65,115.32,5311
1992-06-04,1992-06-04,116.14,113.41,116.14,106.04,9580
1992-06-05,1992-06-05,113.82,115.05,117.51,113.69,9708
1992-06-08,1992-06-08,115.46,113.96,115.46,109.45,7382
1992-06-09,1992-06-09,114.37,108.91,114.37,108.5,4779
1992-06-10,1992-06-10,109.32,107.68,109.59,105.5,6237
1992-06-11,1992-06-11,107.27,106.59,107.95,105.77,4873
1992-06-12,1992-06-12,107.0,105.77,107.0,104.13,6700
1992-06-15,1992-06-15,105.77,99.76,105.91,99.76,6830
1992-06-16,1992-06-16,99.35,92.39,99.49,91.44,7675
1992-06-17,1992-06-17,91.98,101.4,102.08,88.84,8761
1992-06-18,1992-06-18,100.99,99.76,105.22,98.67,11464
1992-06-19,1992-06-19,100.17,99.49,100.31,96.21,6673
1992-06-22,1992-06-22,99.08,94.03,99.08,93.21,7365
1992-06-23,1992-06-23,94.44,96.76,97.03,92.94,6171
1992-06-24,1992-06-24,96.35,96.21,96.35,94.03,5885
1992-06-25,1992-06-25,96.62,98.94,98.94,96.21,4801
1992-06-26,1992-06-26,98.94,101.95,103.31,98.94,7789
1992-06-29,1992-06-29,102.36,109.32,109.86,102.36,9890
1992-06-30,1992-06-30,109.73,115.32,115.32,109.73,10474
1992-07-01,1992-07-01,115.73,111.09,117.64,110.68,12467
1992-07-02,1992-07-02,110.68,110.41,112.05,108.09,12303
1992-07-03,1992-07-03,110.0,112.46,112.59,109.86,10053
1992-07-06,1992-07-06,112.87,109.86,116.96,109.86,12516
1992-07-07,1992-07-07,112.46,111.77,112.59,109.04,7305
1992-07-08,1992-07-08,112.18,112.05,112.59,110.68,4471
1992-07-09,1992-07-09,111.64,109.45,111.64,109.32,8171
1992-07-10,1992-07-10,109.32,108.77,109.32,107.41,7073
1992-07-13,1992-07-13,108.36,110.68,111.23,107.68,8844
1992-07-14,1992-07-14,111.09,112.46,113.14,111.09,7316
1992-07-15,1992-07-15,112.59,112.05,112.59,111.23,3795
1992-07-16,1992-07-16,111.64,114.5,114.78,111.64,5643
1992-07-17,1992-07-17,114.91,116.14,116.42,114.78,9570
1992-07-20,1992-07-20,116.55,123.24,123.51,116.55,8812
1992-07-21,1992-07-21,123.51,122.42,124.88,121.88,10981
1992-07-22,1992-07-22,122.15,122.56,122.97,120.78,9787
1992-07-23,1992-07-23,122.15,124.88,124.88,122.15,9438
1992-07-24,1992-07-24,124.47,125.83,126.24,124.06,10983
1992-07-27,1992-07-27,126.24,129.52,129.52,126.24,9152
1992-07-28,1992-07-28,129.11,125.97,129.52,125.97,8513
1992-07-29,1992-07-29,125.56,125.97,126.79,124.61,7008
1992-07-30,1992-07-30,126.24,127.06,127.06,125.7,6856
1992-07-31,1992-07-31,127.47,125.15,127.61,125.15,5622
1992-08-03,1992-08-03,125.15,117.78,127.88,117.51,6816
1992-08-04,1992-08-04,117.37,121.33,122.69,115.32,8555
1992-08-05,1992-08-05,121.74,122.83,123.51,118.87,5030
1992-08-06,1992-08-06,122.42,121.06,122.42,119.96,4050
1992-08-07,1992-08-07,120.78,123.51,123.79,119.69,6636
1992-08-10,1992-08-10,123.92,126.79,127.61,123.92,4609
1992-08-11,1992-08-11,127.06,120.1,127.06,116.28,1420
1992-08-12,1992-08-12,120.51,120.51,122.97,120.24,9204
1992-08-13,1992-08-13,120.78,116.42,120.78,115.19,9998
1992-08-14,1992-08-14,116.01,119.96,120.24,114.37,11193
1992-08-17,1992-08-17,120.37,120.78,124.47,120.37,10194
1992-08-18,1992-08-18,120.78,118.87,120.78,117.92,7413
1992-08-19,1992-08-19,118.46,119.83,120.78,118.46,3347
1992-08-20,1992-08-20,119.42,120.1,120.78,119.15,4314
1992-08-21,1992-08-21,119.96,118.19,120.1,117.78,5860
1992-08-24,1992-08-24,117.78,116.42,117.78,114.78,4623
1992-08-25,1992-08-25,116.01,112.05,116.01,111.77,5081
1992-08-26,1992-08-26,111.64,114.23,115.05,110.68,9575
1992-08-27,1992-08-27,114.64,114.78,116.96,113.14,6703
1992-08-28,1992-08-28,114.78,114.78,114.78,113.41,3661
1992-08-31,1992-08-31,114.37,113.28,114.37,112.59,3615
1992-09-01,1992-09-01,112.87,111.37,112.87,111.23,4287
1992-09-02,1992-09-02,111.23,109.86,111.37,106.59,7011
1992-09-03,1992-09-03,109.86,109.86,110.82,108.23,5391
1992-09-04,1992-09-04,110.0,106.59,110.0,106.31,6974
1992-09-07,1992-09-07,106.18,102.22,106.18,101.67,7261
1992-09-08,1992-09-08,101.81,107.13,108.23,100.31,10735
1992-09-09,1992-09-09,107.54,114.1,114.23,107.54,11382
1992-09-10,1992-09-10,114.5,116.28,118.05,114.5,15854
1992-09-11,1992-09-11,116.69,118.87,119.15,113.14,14762
1992-09-14,1992-09-14,119.28,115.87,121.88,115.32,13590
1992-09-15,1992-09-15,115.46,115.73,118.05,114.23,9362
1992-09-16,1992-09-16,115.32,117.37,119.42,113.96,5560
1992-09-17,1992-09-17,117.51,118.87,119.69,117.51,7977
1992-09-18,1992-09-18,118.87,116.96,119.42,116.42,5771
1992-09-21,1992-09-21,116.69,117.51,118.74,116.42,3430
1992-09-22,1992-09-22,117.51,116.83,118.05,116.42,4478
1992-09-23,1992-09-23,117.23,118.19,118.87,117.23,7356
1992-09-24,1992-09-24,118.6,124.33,124.61,118.6,20187
1992-09-25,1992-09-25,124.74,124.33,126.79,123.79,23953
1992-09-28,1992-09-28,124.33,123.38,124.47,122.15,9758
1992-09-29,1992-09-29,123.51,123.51,123.51,122.69,5714
1992-09-30,1992-09-30,123.51,122.42,123.65,121.88,7746
1992-10-04,1992-10-04,122.42,122.97,123.51,122.42,3344
1992-10-05,1992-10-05,122.97,121.6,123.24,121.33,3358
1992-10-06,1992-10-06,121.19,120.37,121.19,119.42,3479
1992-10-07,1992-10-07,119.96,121.33,121.33,119.42,2745
1992-10-08,1992-10-08,121.74,120.92,122.15,120.51,2771
1992-10-09,1992-10-09,121.06,122.29,122.56,120.51,5029
1992-10-12,1992-10-12,122.69,122.97,124.47,122.69,6215
1992-10-13,1992-10-13,123.38,121.6,123.38,121.33,3048
1992-10-14,1992-10-14,121.33,119.83,121.6,119.69,3574
1992-10-15,1992-10-15,119.42,121.74,122.15,118.87,2716
1992-10-16,1992-10-16,121.88,120.51,122.15,120.24,2718
1992-10-19,1992-10-19,120.51,117.51,120.51,116.96,4548
1992-10-20,1992-10-20,117.64,118.05,121.06,117.64,6679
1992-10-21,1992-10-21,117.64,115.73,118.46,115.32,4995
1992-10-22,1992-10-22,115.32,114.23,115.32,111.23,6833
1992-10-23,1992-10-23,114.23,112.05,114.23,111.91,7667
1992-10-26,1992-10-26,111.64,105.77,111.64,102.08,11162
1992-10-27,1992-10-27,105.77,103.86,106.86,103.72,14493
1992-10-28,1992-10-28,104.27,105.91,106.59,102.77,9524
1992-10-29,1992-10-29,105.5,108.77,108.77,105.36,11891
1992-10-30,1992-10-30,109.18,109.73,110.68,109.18,10481
1992-11-02,1992-11-02,109.86,104.4,109.86,104.13,7222
1992-11-03,1992-11-03,104.4,106.59,106.59,102.77,6686
1992-11-04,1992-11-04,106.59,104.95,106.59,104.4,2666
1992-11-05,1992-11-05,104.54,104.13,104.68,103.86,3411
1992-11-06,1992-11-06,103.86,104.4,104.95,103.86,4130
1992-11-09,1992-11-09,103.99,103.86,104.4,103.45,2193
1992-11-10,1992-11-10,103.45,103.31,104.4,102.77,3032
1992-11-11,1992-11-11,103.04,101.67,103.58,101.13,4007
1992-11-12,1992-11-12,101.67,98.26,103.31,96.76,5169
1992-11-13,1992-11-13,97.85,93.76,97.85,92.66,8281
1992-11-16,1992-11-16,93.35,84.75,93.35,84.61,8433
